t_ms,ax,ay,az,emg_env,emg_raw
1232424,0.1887,0.3065,0.91055,0.0,0.3787
1232441,0.18689,0.30446,0.9061,0.2054,0.5375
1232457,0.18753,0.29733,0.90308,0.4215,0.394
1232473,0.18949,0.30333,0.9124,0.2651,0.1136
1232489,0.19252,0.30139,0.90234,0.0,0.0
1232505,0.18965,0.30355,0.90386,0.0,0.3409
1232521,0.18933,0.30338,0.91221,0.1877,0.5407
1232537,0.18552,0.30291,0.90223,0.4182,0.4376
1232553,0.18582,0.30169,0.90602,0.3167,0.145
1232569,0.19115,0.30337,0.90929,0.0,0.0
1232586,0.19071,0.30209,0.90223,0.0,0.2925
1232602,0.18904,0.30229,0.90713,0.1378,0.5198
1232618,0.18769,0.30241,0.90923,0.4199,0.4779
1232634,0.18592,0.30256,0.90391,0.3682,0.1781
1232650,0.1876,0.30309,0.90688,0.0,0.0
1232666,0.19062,0.30367,0.90705,0.0,0.2281
1232682,0.19077,0.30121,0.90393,0.1354,0.5198
1232698,0.18849,0.30078,0.90817,0.4182,0.4811
1232714,0.18671,0.30267,0.9083,0.3771,0.1829
1232730,0.18599,0.30469,0.90379,0.0,0.0097
1232747,0.18898,0.30247,0.90802,0.0,0.058
1232763,0.1905,0.3018,0.90759,0.0,0.4319
1232779,0.1906,0.30137,0.90518,0.2812,0.5335
1232796,0.18795,0.30166,0.90753,0.3924,0.2925
1232812,0.18637,0.3043,0.90576,0.1063,0.0572
1232828,0.18754,0.30283,0.90492,0.0,0.0
1232844,0.18936,0.30134,0.90795,0.0,0.3892
