t_ms,ax,ay,az,emg_env,emg_raw
116122,0.23174,0.46465,0.826,0.1748,0.0636
116138,0.23104,0.46361,0.82676,0.0,0.0153
116154,0.2308,0.46468,0.82565,0.0,0.7639
116170,0.23117,0.46269,0.82598,0.1289,1.0145
116186,0.23079,0.46459,0.82548,0.328,0.6084
116202,0.23126,0.46354,0.82619,0.2022,0.1168
116218,0.23116,0.46488,0.8261,0.0,0.0
116234,0.23125,0.46375,0.82641,0.0,0.6842
116250,0.231,0.46344,0.82579,0.1209,1.0145
116267,0.23117,0.46312,0.82513,0.3529,0.7422
116283,0.23089,0.46325,0.82559,0.2442,0.1732
116299,0.23146,0.46297,0.82515,0.0,0.0
116315,0.22995,0.46253,0.82496,0.0,0.6052
116331,0.23146,0.46407,0.82632,0.0636,1.0033
116346,0.23078,0.46404,0.82565,0.3425,0.7454
116363,0.23156,0.46266,0.82619,0.249,0.1748
116379,0.23132,0.46407,0.82528,0.0,0.0
116395,0.23064,0.46298,0.82438,0.0,0.6181
116411,0.23111,0.46434,0.8256,0.0661,1.021
116427,0.23183,0.46297,0.82635,0.3247,0.8953
116442,0.23154,0.4638,0.8268,0.2409,0.1724
116459,0.23085,0.46378,0.82556,0.0,0.0
116475,0.23053,0.46334,0.82537,0.0,0.6262
116491,0.2323,0.46241,0.82758,0.0709,1.0372
116507,0.2321,0.46375,0.82581,0.3344,0.8856
116523,0.22989,0.46566,0.82184,0.2796,0.2385
116539,0.23037,0.46509,0.82439,0.0185,0.0
116555,0.23124,0.4631,0.82707,0.0,0.5101
116571,0.23076,0.46415,0.82475,0.0097,1.0145
116587,0.23132,0.464,0.82668,0.303,0.9783
116604,0.23088,0.46373,0.82546,0.3038,0.3199
116620,0.23058,0.46434,0.82312,0.0427,0.0
116636,0.16106,0.57652,1.0642,0.0,0.3537
116652,0.272,0.87276,0.84459,0.0,0.9453
116668,0.64041,0.73914,1.6426,0.2377,0.9984
116683,0.25092,0.37595,1.19568,0.2957,0.2949
116700,-0.06045,0.2481,0.1785,0.0379,0.0
116716,-0.07164,-0.25863,-0.5851,0.0,0.3691
116732,0.10792,0.40073,-0.38796,0.0,0.9082
116748,0.19296,0.90506,-0.14158,0.2393,0.9759
116764,0.1082,-0.34764,0.28745,0.3135,0.4101
116781,0.31807,0.6257,1.47399,0.1893,0.0878
116798,0.28833,0.1301,1.12694,0.0,0.0
116814,0.20049,0.52109,0.7592,0.0,0.5745
116830,0.15928,0.60284,0.61954,0.1257,0.8961
116846,0.26222,0.42598,0.87144,0.328,0.6761
116861,0.23003,0.45696,0.86815,0.1974,0.112
116878,0.24087,0.4914,0.75127,0.0,0.0
116894,0.23051,0.47621,0.81997,0.0,0.6697
116910,0.24025,0.47263,0.81585,0.12,0.9573
