t_ms,ax,ay,az,emg_env,emg_raw
13217,-0.1253,0.0786,0.9642,0.0,0.0346
13233,-0.1251,0.0784,0.964,0.0,0.0
13249,-0.1256,0.0786,0.9657,0.0,0.4746
13265,-0.1255,0.0789,0.9649,0.0,0.6914
13281,-0.1251,0.079,0.9641,0.0,0.4803
13297,-0.1264,0.0777,0.9656,0.0073,0.0733
13314,-0.1243,0.0778,0.975,0.0,0.0
13330,-0.1269,0.0708,0.9825,0.0,0.3892
13345,-0.1278,0.0929,0.972,0.0,0.6842
13362,-0.1258,0.0796,0.9631,0.0,0.5069
13378,-0.1258,0.0798,0.9637,0.0,0.0814
13393,-0.1259,0.0772,0.968,0.0,0.0
13409,-0.1251,0.08,0.9646,0.0,0.4279
13426,-0.1251,0.0791,0.9638,0.0,0.6648
13442,-0.1261,0.0795,0.963,0.0,0.5278
13458,-0.1257,0.0762,0.9637,0.0,0.0854
13474,-0.1258,0.0811,0.9653,0.0,0.0
13490,-0.1255,0.0798,0.9652,0.0,0.3135
13506,-0.1246,0.0791,0.9632,0.0,0.6278
13523,-0.1258,0.0793,0.9638,0.0,0.5778
13539,-0.1257,0.0791,0.9643,0.0,0.1305
13555,-0.1255,0.078,0.9657,0.0,0.0
13571,-0.1253,0.0786,0.9642,0.0,0.1772
13587,-0.1249,0.0795,0.9645,0.0,0.5794
13603,-0.126,0.0787,0.9656,0.0,0.6181
13620,-0.1257,0.0794,0.9646,0.0,0.1926
13636,-0.1266,0.0786,0.9652,0.0,0.0056
13652,-0.1259,0.0782,0.9648,0.0,0.0556
13668,-0.1264,0.0791,0.9664,0.0,0.523
13684,-0.1258,0.0782,0.9634,0.0,0.631
13701,-0.1267,0.0783,0.9744,0.0,0.299
13717,-0.1266,0.0749,0.9639,0.0,0.0314
13732,-0.1252,0.0872,0.9641,0.0,0.0346
13748,-0.124,0.087,0.9536,0.0,0.4859
13765,-0.1256,0.0818,0.9633,0.0,0.6108
13781,-0.1248,0.0766,0.9661,0.0,0.3094
13797,-0.1267,0.0753,0.9726,0.0,0.0363
13813,-0.1257,0.0782,0.9687,0.0,0.0
13829,-0.1259,0.0807,0.9628,0.0,0.4263
13845,-0.127,0.0772,0.9669,0.0,0.5899
13862,-0.1245,0.0859,0.9736,0.0,0.3989
13878,-0.1245,0.0748,0.9613,0.0,0.0636
13894,-0.127,0.0808,0.9637,0.0,0.0
13910,-0.1256,0.0731,0.9706,0.0,0.3433
13926,-0.1259,0.0766,0.9628,0.0,0.5488
13943,-0.1257,0.0826,0.9712,0.0,0.4553
13959,-0.1255,0.0806,0.9701,0.0,0.0878
13975,-0.1265,0.0803,0.971,0.0,0.0
13991,-0.1253,0.0794,0.9623,0.0,0.2361
14007,-0.124,0.0812,0.9533,0.0,0.5069
14023,-0.1267,0.0781,0.9648,0.0,0.4746
14040,-0.128,0.0828,0.9757,0.0,0.12
